,time_utc,open,high,low,close,volume_krw,volume_market,price_change,gain,loss,avg_gain,avg_loss,rs,rsi,signal,position,highest_price,exit_price,strategy_returns,strategy_returns2,cumulative_returns,cumulative_returns2,benchmark_returns
14,2023-10-15,36790000.0,37189000.0,36659000.0,37086000.0,60732500501.17132,1648.56771035,-178000.0,0.0,178000.0,167500.0,168571.42857142858,0.9936440677966101,49.84059511158342,0,0,,,-0.0,-0.0,1.0,1.0,0.9995924466784403
15,2023-10-16,37087000.0,40700000.0,37000000.0,38697000.0,351913585145.2934,9125.6095245,297000.0,297000.0,0.0,118500.0,168571.42857142858,0.7029661016949152,41.278925105747696,0,0,,,0.0,0.0,1.0,1.0,1.0076620024453198
16,2023-10-17,38686000.0,38947000.0,38156000.0,38652000.0,123061894306.7804,3189.76773803,1599000.0,1599000.0,0.0,232714.2857142857,142571.42857142858,1.6322645290581161,62.00989722116483,0,0,,,0.0,0.0,1.0,1.0,1.05110718652357
17,2023-10-18,38652000.0,39380000.0,38479000.0,38710000.0,104730562417.98697,2698.75413038,-34000.0,0.0,34000.0,232714.2857142857,128857.14285714286,1.8059866962305986,64.36191228763334,0,0,,,-0.0,-0.0,1.0,1.0,1.0501833989947016
18,2023-10-19,38672000.0,39250000.0,38550000.0,39000000.0,163821734881.29224,4211.27040526,20000.0,20000.0,0.0,206000.0,128857.14285714286,1.598669623059867,61.51877133105802,0,0,,,0.0,0.0,1.0,1.0,1.0507268034234476
19,2023-10-20,39000000.0,40700000.0,38820000.0,40250000.0,257642978882.06818,6455.83376435,328000.0,328000.0,0.0,229428.57142857142,105000.0,2.185034013605442,68.60316104228961,0,0,,,0.0,0.0,1.0,1.0,1.0596386360548835
20,2023-10-21,40250000.0,40745000.0,39975000.0,40400000.0,103001454706.26799,2554.62807083,1250000.0,1250000.0,0.0,280142.85714285716,105000.0,2.668027210884354,72.73738872403561,0,0,,,0.0,0.0,1.0,1.0,1.0936014128515146
21,2023-10-22,40406000.0,40736000.0,40117000.0,40354000.0,110397968587.46605,2733.23876209,156000.0,156000.0,0.0,283857.14285714284,105000.0,2.7034013605442175,72.99779573842763,0,0,,,0.0,0.0,1.0,1.0,1.097839967395734
22,2023-10-23,40354000.0,45165000.0,40307000.0,44179000.0,470736919769.6222,11111.91639708,-52000.0,0.0,52000.0,281928.5714285714,108714.28571428571,2.5932982917214193,72.1704150667398,0,0,,,-0.0,-0.0,1.0,1.0,1.0964271158809942
23,2023-10-24,44179000.0,47459000.0,43820000.0,45599000.0,783556734920.041,17112.17695256,3825000.0,3825000.0,0.0,555142.8571428572,84857.14285714286,6.542087542087542,86.74107142857143,0,0,,,0.0,0.0,1.0,1.0,1.2003532128786847
24,2023-10-25,45593000.0,47355000.0,45556000.0,46484000.0,352246450482.9208,7593.96895691,1414000.0,1414000.0,0.0,656142.8571428572,65428.57142857143,10.028384279475983,90.93248861611562,0,0,,,0.0,0.0,1.0,1.0,1.2387719059910336
25,2023-10-26,46485000.0,47093000.0,45631000.0,46141000.0,310796638877.9707,6702.74205085,892000.0,892000.0,0.0,719857.1428571428,18857.14285714286,38.17424242424242,97.44730226261845,0,0,,,0.0,0.0,1.0,1.0,1.2630077435131093
26,2023-10-27,46140000.0,46205000.0,45450000.0,45980000.0,141262434266.94745,3075.95792102,-345000.0,0.0,345000.0,714214.2857142857,43500.0,16.41871921182266,94.25904977375565,0,0,,,-0.0,-0.0,1.0,1.0,1.2536340171172393
27,2023-10-28,45980000.0,46780000.0,45955000.0,46314000.0,101583770481.7882,2191.55682092,-160000.0,0.0,160000.0,698642.8571428572,54928.57142857143,12.719115734720416,92.71090047393365,0,0,,,-0.0,-0.0,1.0,1.0,1.2492867816872706
28,2023-10-29,46316000.0,47028000.0,46285000.0,46825000.0,112427935158.90607,2408.99526887,336000.0,336000.0,0.0,722642.8571428572,42214.28571428572,17.118443316412858,94.48076204706761,0,0,,,0.0,0.0,1.0,1.0,1.258415976090205
29,2023-10-30,46825000.0,47215000.0,46417000.0,46732000.0,193672784728.4677,4138.81726801,509000.0,509000.0,0.0,737785.7142857143,42214.28571428572,17.477157360406093,94.58791208791209,0,0,,,0.0,0.0,1.0,1.0,1.2722456188017932
30,2023-10-31,46734000.0,47050000.0,46302000.0,47030000.0,192294569663.80377,4120.3851524,-91000.0,0.0,91000.0,623571.4285714285,48714.28571428572,12.800586510263928,92.7539311517212,0,0,,,-0.0,-0.0,1.0,1.0,1.2697731286509986
31,2023-11-01,47030000.0,48165000.0,46720000.0,48079000.0,299411220288.5296,6327.33174114,296000.0,296000.0,0.0,644714.2857142857,46285.71428571428,13.929012345679013,93.30163324374612,0,0,,,0.0,0.0,1.0,1.0,1.277815514196441
32,2023-11-02,48100000.0,48661000.0,46732000.0,47516000.0,285475840328.6736,5972.0703977,1070000.0,1070000.0,0.0,719714.2857142857,46285.71428571428,15.549382716049383,93.95747855277881,0,0,,,0.0,0.0,1.0,1.0,1.306887651134357
33,2023-11-03,47524000.0,47524000.0,46203000.0,46676000.0,230047830133.99362,4936.17064119,-576000.0,0.0,576000.0,696285.7142857143,87428.57142857143,7.9640522875816995,88.84433102442581,0,0,,,-0.0,-0.0,1.0,1.0,1.2912376035864694
34,2023-11-04,46675000.0,47246000.0,46473000.0,47050000.0,131307809038.2666,2806.91856547,-849000.0,0.0,849000.0,607000.0,148071.42857142858,4.099372889532079,80.38974553022419,0,0,,,-0.0,-0.0,1.0,1.0,1.2681700855861977
35,2023-11-05,47052000.0,47500000.0,46670000.0,47056000.0,159997546547.1882,3392.8399816,377000.0,377000.0,0.0,622785.7142857143,148071.42857142858,4.20598166907863,80.79132690882135,0,0,,,0.0,0.0,1.0,1.0,1.2784132590680617
36,2023-11-06,47056000.0,47197000.0,46471000.0,46781000.0,164129100581.59018,3504.69710331,4000.0,4000.0,0.0,623071.4285714285,144357.14285714287,4.316180108857001,81.18950111690245,0,0,,,0.0,0.0,1.0,1.0,1.278521939953811
37,2023-11-07,46781000.0,47696000.0,46300000.0,47301000.0,184409450823.21826,3939.2516709,-275000.0,0.0,275000.0,349857.14285714284,164000.0,2.1332752613240418,68.0845148735057,-1,0,,,-0.0,-0.0,1.0,1.0,1.271050129058552
38,2023-11-08,47301000.0,47900000.0,46927000.0,47458000.0,139385505114.5386,2949.25778949,520000.0,520000.0,0.0,286000.0,164000.0,1.7439024390243902,63.55555555555556,0,0,,,0.0,0.0,1.0,1.0,1.2851786442059507
39,2023-11-09,47457000.0,50278000.0,47401000.0,49400000.0,546010947959.2891,11141.9610064,156000.0,156000.0,0.0,233428.57142857142,164000.0,1.4233449477351916,58.73472322070453,0,0,,,0.0,0.0,1.0,1.0,1.2894171987501704
40,2023-11-10,49400000.0,50215000.0,48759000.0,50030000.0,299708542656.05597,6043.14362454,1943000.0,1943000.0,0.0,372214.28571428574,139357.14285714287,2.6709379805228086,72.75900586428372,0,0,,,0.0,0.0,1.0,1.0,1.3422089390028533
41,2023-11-11,50030000.0,50100000.0,49230000.0,49629000.0,175349322990.9461,3533.85638572,630000.0,630000.0,0.0,417214.28571428574,127928.57142857143,3.261306532663317,76.53301886792454,0,0,,,0.0,0.0,1.0,1.0,1.3593261785083555
42,2023-11-12,49629000.0,49929000.0,49141000.0,49418000.0,161934761242.51166,3274.7534793,-401000.0,0.0,401000.0,393214.28571428574,156571.42857142858,2.511405109489051,71.52137196310251,0,0,,,-0.0,-0.0,1.0,1.0,1.3484309197119961
43,2023-11-13,49418000.0,49803000.0,49000000.0,49154000.0,178810971819.30255,3616.16847856,-211000.0,0.0,211000.0,356857.14285714284,171642.85714285713,2.0790678318768205,67.52263819435058,-1,0,,,-0.0,-0.0,1.0,1.0,1.3426980029887248
44,2023-11-14,49151000.0,49633000.0,47524000.0,47969000.0,288080691020.0241,5902.63410005,-267000.0,0.0,267000.0,356857.14285714284,184214.2857142857,1.9371849554090732,65.95379537953795,0,0,,,-0.0,-0.0,1.0,1.0,1.3354435538649645
45,2023-11-15,47969000.0,50552000.0,47018000.0,50457000.0,306665869019.82623,6306.63752813,-1182000.0,0.0,1182000.0,335714.28571428574,268642.85714285716,1.249667641584685,55.5489894811488,0,0,,,-0.0,-0.0,1.0,1.0,1.3033283521260703
46,2023-11-16,50463000.0,50652000.0,48115000.0,48868000.0,269149850359.8781,5432.8896593399995,2494000.0,2494000.0,0.0,437428.5714285714,268642.85714285716,1.6282903483116191,61.95245321193728,0,0,,,0.0,0.0,1.0,1.0,1.3710908843907084
47,2023-11-17,48878000.0,49501000.0,48552000.0,49390000.0,170567582593.56808,3480.16145402,-1585000.0,0.0,1585000.0,437428.5714285714,340714.28571428574,1.2838574423480082,56.21442996144666,0,0,,,-0.0,-0.0,1.0,1.0,1.3280260834125803
48,2023-11-18,49390000.0,49507000.0,48862000.0,49165000.0,90867746691.93956,1849.64117899,512000.0,512000.0,0.0,474000.0,280071.4285714286,1.692425401683244,62.85876669508383,0,0,,,0.0,0.0,1.0,1.0,1.3419372367884805
49,2023-11-19,49190000.0,49999000.0,49000000.0,49800000.0,99286328889.46626,2013.89896514,-200000.0,0.0,200000.0,447071.4285714286,294357.14285714284,1.5188061150206262,60.29865125240848,0,0,,,-0.0,-0.0,1.0,1.0,1.3365031925010196
50,2023-11-20,49800000.0,50305000.0,49283000.0,50170000.0,158066390992.00266,3173.09186779,610000.0,610000.0,0.0,490357.14285714284,294357.14285714284,1.6658578015044891,62.488621882395776,0,0,,,0.0,0.0,1.0,1.0,1.3530770275777755
51,2023-11-21,50170000.0,50389000.0,48510000.0,48510000.0,255668303594.71704,5154.0749487,370000.0,370000.0,0.0,516785.71428571426,274714.28571428574,1.8811752470098801,65.29194116054506,0,0,,,0.0,0.0,1.0,1.0,1.3631300095095782
52,2023-11-22,48521000.0,50499000.0,48391000.0,50042000.0,207585606679.1641,4203.05718026,-1649000.0,0.0,1649000.0,479642.85714285716,392500.0,1.2220200181983623,54.995904995905,0,0,,,-0.0,-0.0,1.0,1.0,1.3183263143594626
53,2023-11-23,50050000.0,50253000.0,49500000.0,49929000.0,118658022255.89616,2375.37097906,1529000.0,1529000.0,0.0,577714.2857142857,392500.0,1.4718835304822566,59.54501950968122,0,0,,,0.0,0.0,1.0,1.0,1.3598695829371015
54,2023-11-24,49936000.0,51323000.0,49888000.0,50601000.0,186303047671.0546,3684.13103632,-114000.0,0.0,114000.0,438928.5714285714,400642.85714285716,1.095560706008201,52.28007486813,0,0,,,-0.0,-0.0,1.0,1.0,1.3567721776932486
55,2023-11-25,50606000.0,50802000.0,50307000.0,50533000.0,87821072936.28871,1735.64159119,670000.0,670000.0,0.0,441785.71428571426,400642.85714285716,1.1026921019789622,52.44191962014584,0,0,,,0.0,0.0,1.0,1.0,1.3749762260562428
56,2023-11-26,50533000.0,50610000.0,50019000.0,50210000.0,97182147445.94131,1931.40729605,-73000.0,0.0,73000.0,441785.71428571426,377214.28571428574,1.1711797008142395,53.942089656375366,0,0,,,-0.0,-0.0,1.0,1.0,1.3729927998913196
57,2023-11-27,50210000.0,50446000.0,49500000.0,50275000.0,148203533801.63138,2967.23413174,-323000.0,0.0,323000.0,441785.71428571426,385214.28571428574,1.1468570368996847,53.42027984107791,0,0,,,-0.0,-0.0,1.0,1.0,1.3642168183670702
58,2023-11-28,50274000.0,51095000.0,49550000.0,50576000.0,154384605619.8331,3070.18580271,64000.0,64000.0,0.0,446357.14285714284,366142.85714285716,1.2190792040577447,54.93626373626373,0,0,,,0.0,0.0,1.0,1.0,1.3659557125390576
59,2023-11-29,50576000.0,51250000.0,50419000.0,50720000.0,143915341326.90656,2831.02552019,302000.0,302000.0,0.0,467928.5714285714,281714.28571428574,1.6610040567951316,62.42020009528346,0,0,,,0.0,0.0,1.0,1.0,1.3741611194131238
60,2023-11-30,50720000.0,50963000.0,50445000.0,50586000.0,140498847764.6817,2773.4807392,144000.0,144000.0,0.0,300071.4285714286,281714.28571428574,1.0651622718052738,51.57765500306937,0,0,,,0.0,0.0,1.0,1.0,1.3780736313000956
61,2023-12-01,50601000.0,52000000.0,50500000.0,51709000.0,206684690132.80362,4022.03933345,-119000.0,0.0,119000.0,300071.4285714286,177000.0,1.695318805488297,62.89863752058691,0,0,,,-0.0,-0.0,1.0,1.0,1.3748403749490563
62,2023-12-02,51710000.0,52833000.0,51645000.0,52603000.0,139928155615.26788,2689.11690841,1109000.0,1109000.0,0.0,342714.28571428574,177000.0,1.9362389023405975,65.9428257284222,0,0,,,0.0,0.0,1.0,1.0,1.404972150523027
63,2023-12-03,52615000.0,53864000.0,52531000.0,53700000.0,188420442100.16516,3551.85450167,905000.0,905000.0,0.0,407357.14285714284,162714.2857142857,2.5035118525021947,71.4572108758301,0,0,,,0.0,0.0,1.0,1.0,1.429561200923788
64,2023-12-04,53761000.0,57337000.0,53690000.0,56920000.0,634928029492.8329,11395.02751964,1146000.0,1146000.0,0.0,445642.85714285716,162714.2857142857,2.738805970149254,73.25349301397206,0,0,,,0.0,0.0,1.0,1.0,1.4606982746909392
65,2023-12-05,56922000.0,60769000.0,56000000.0,60227000.0,580788211507.9005,9996.25271209,3161000.0,3161000.0,0.0,645000.0,162714.2857142857,3.964003511852502,79.85496993279094,0,0,,,0.0,0.0,1.0,1.0,1.5465833446542594
66,2023-12-06,60230000.0,61312000.0,59572000.0,60314000.0,533639805638.3533,8840.70990951,3308000.0,3308000.0,0.0,881285.7142857143,44928.57142857143,19.615262321144677,95.14922495565666,0,0,,,0.0,0.0,1.0,1.0,1.6364624371688634
67,2023-12-07,60295000.0,60958000.0,58555000.0,59250000.0,496929423027.319,8318.92475677,65000.0,65000.0,0.0,776714.2857142857,44928.57142857143,17.287758346581874,94.53186125358602,0,0,,,0.0,0.0,1.0,1.0,1.6382285015622882
68,2023-12-08,59237000.0,60753000.0,58750000.0,60142000.0,312888965810.0667,5252.13320218,-1058000.0,0.0,1058000.0,776714.2857142857,112357.14285714286,6.91290527654164,87.36241664658151,0,0,,,-0.0,-0.0,1.0,1.0,1.6094824072816196
69,2023-12-09,60148000.0,60395000.0,59680000.0,60082000.0,212176303316.26273,3528.90759303,911000.0,911000.0,0.0,793928.5714285715,112357.14285714286,7.0661157024793395,87.60245901639344,0,0,,,0.0,0.0,1.0,1.0,1.6342344790110042
70,2023-12-10,60082000.0,60277000.0,59563000.0,59835000.0,154503668158.04605,2575.29471124,-66000.0,0.0,66000.0,793928.5714285715,111857.14285714286,7.097701149425288,87.65081618168914,0,0,,,-0.0,-0.0,1.0,1.0,1.632441244396142
71,2023-12-11,59834000.0,59918000.0,55460000.0,56950000.0,690921164445.8722,11981.70048829,-248000.0,0.0,248000.0,793928.5714285715,106500.0,7.4547283702213285,88.1722989052832,0,0,,,-0.0,-0.0,1.0,1.0,1.6257030294796904
72,2023-12-12,56950000.0,58780000.0,56654000.0,57605000.0,461428661644.5635,8005.13993037,-2884000.0,0.0,2884000.0,789357.1428571428,312500.0,2.5259428571428573,71.63879165046026,0,0,,,-0.0,-0.0,1.0,1.0,1.5473441108545036
73,2023-12-13,57605000.0,59924000.0,56500000.0,59056000.0,326097648745.7368,5623.2041578,655000.0,655000.0,0.0,814571.4285714285,312500.0,2.6066285714285713,72.27327460548831,0,0,,,0.0,0.0,1.0,1.0,1.565140605895938
74,2023-12-14,59056000.0,59500000.0,58002000.0,58735000.0,267479933082.30008,4548.14813078,1451000.0,1451000.0,0.0,907928.5714285715,312500.0,2.9053714285714287,74.39424089898162,0,0,,,0.0,0.0,1.0,1.0,1.604564597201467
75,2023-12-15,58727000.0,58973000.0,57632000.0,58028000.0,220131142067.4275,3771.61724969,-329000.0,0.0,329000.0,907928.5714285715,327500.0,2.772300981461287,73.49098057354301,0,0,,,-0.0,-0.0,1.0,1.0,1.595625594348594
76,2023-12-16,58020000.0,58562000.0,57574000.0,57935000.0,147866504293.10175,2546.60255462,-707000.0,0.0,707000.0,828714.2857142857,378000.0,2.192365835222978,68.67526932638806,-1,0,,,-0.0,-0.0,1.0,1.0,1.5764162477924195
77,2023-12-17,57928000.0,58017000.0,56700000.0,56710000.0,179292490567.81885,3121.98161119,-92000.0,0.0,92000.0,764071.4285714285,384571.4285714286,1.9868127786032688,66.51949505627759,0,0,,,-0.0,-0.0,1.0,1.0,1.5739165874201875
78,2023-12-18,56710000.0,58184000.0,55002000.0,58130000.0,526899459317.0283,9358.51829274,-1218000.0,0.0,1218000.0,682214.2857142857,471571.4285714286,1.4466828233868523,59.12833529375347,0,0,,,-0.0,-0.0,1.0,1.0,1.5408232577095502
79,2023-12-19,58099000.0,58944000.0,57260000.0,57845000.0,276210220545.6467,4742.2058516,1389000.0,1389000.0,0.0,555642.8571428572,471571.4285714286,1.178279309300212,54.0922049926987,0,0,,,0.0,0.0,1.0,1.0,1.5785626952859664
80,2023-12-20,57840000.0,59873000.0,57580000.0,59351000.0,367164134039.18427,6248.37736262,-259000.0,0.0,259000.0,319357.14285714284,490071.4285714286,0.6516542778020696,39.45464172255559,0,0,,,-0.0,-0.0,1.0,1.0,1.5715256079337045
81,2023-12-21,59350000.0,60000000.0,58924000.0,59479000.0,267069048287.66504,4490.29798433,1510000.0,1510000.0,0.0,422571.4285714286,490071.4285714286,0.8622649759510276,46.301948814275654,0,0,,,0.0,0.0,1.0,1.0,1.6125526423040346
82,2023-12-22,59479000.0,60419000.0,59094000.0,59532000.0,285751504134.6063,4790.38513967,129000.0,129000.0,0.0,431785.71428571426,414500.0,1.041702567637429,51.021269412559086,0,0,,,0.0,0.0,1.0,1.0,1.616057600869447
83,2023-12-23,59532000.0,59700000.0,59000000.0,59250000.0,138939077714.4067,2340.10844959,53000.0,53000.0,0.0,370500.0,414500.0,0.893848009650181,47.19745222929936,0,0,,,0.0,0.0,1.0,1.0,1.6174976226056244
84,2023-12-24,59249000.0,59600000.0,58000000.0,58002000.0,220016987575.62384,3729.33358016,-283000.0,0.0,283000.0,370500.0,430000.0,0.8616279069767442,46.283572767020615,0,0,,,-0.0,-0.0,1.0,1.0,1.6098084499388672
85,2023-12-25,58002000.0,58659000.0,57464000.0,58042000.0,272132952454.451,4687.20889184,-1247000.0,0.0,1247000.0,370500.0,501357.14285714284,0.7389941587120673,42.49549401933476,0,0,,,-0.0,-0.0,1.0,1.0,1.5759271838065483
86,2023-12-26,58042000.0,58140000.0,56349000.0,57032000.0,270822789242.3728,4735.23025583,40000.0,40000.0,0.0,373357.14285714284,295357.14285714284,1.264087061668682,55.832087160863054,0,0,,,0.0,0.0,1.0,1.0,1.5770139926640405
87,2023-12-27,57032000.0,58212000.0,56349000.0,57920000.0,227009564284.49377,3965.8428233,-1010000.0,0.0,1010000.0,326571.4285714286,367500.0,0.8886297376093295,47.05155912318617,0,0,,,-0.0,-0.0,1.0,1.0,1.5495720690123629
88,2023-12-28,57920000.0,58468000.0,56700000.0,56907000.0,226957310350.44257,3958.81673633,888000.0,888000.0,0.0,286357.14285714284,367500.0,0.7792031098153547,43.79506226786104,0,0,,,0.0,0.0,1.0,1.0,1.5736992256486895
89,2023-12-29,56904000.0,57300000.0,56000000.0,56450000.0,241957208417.80063,4273.27071779,-1016000.0,0.0,1016000.0,286357.14285714284,416571.4285714286,0.6874142661179697,40.73772990549741,0,0,,,-0.0,-0.0,1.0,1.0,1.546094280668388
90,2023-12-30,56450000.0,57150000.0,56101000.0,56639000.0,130136720731.60126,2301.72482929,-454000.0,0.0,454000.0,286357.14285714284,398500.0,0.7185875604947123,41.812682519816434,0,0,,,-0.0,-0.0,1.0,1.0,1.5337590001358516
91,2023-12-31,56639000.0,57437000.0,56452000.0,57047000.0,131519480295.09232,2308.38316024,189000.0,189000.0,0.0,299857.14285714284,391928.5714285714,0.7650811007836704,43.345379452762,0,0,,,0.0,0.0,1.0,1.0,1.5388941719875022
92,2024-01-01,57045000.0,58847000.0,57045000.0,58839000.0,182491217914.30185,3165.32092908,406000.0,406000.0,0.0,328857.14285714284,304928.5714285714,1.0784727102365894,51.88774935196663,0,0,,,0.0,0.0,1.0,1.0,1.549925281891048
93,2024-01-02,58839000.0,60997000.0,58814000.0,60206000.0,495038780463.7768,8221.19868374,1794000.0,1794000.0,0.0,357785.71428571426,304928.5714285714,1.1733427032091823,53.9879284328519,0,0,,,0.0,0.0,1.0,1.0,1.5986686591495727
94,2024-01-03,60205000.0,60799000.0,54346000.0,58581000.0,945841183535.2499,16310.30692586,1366000.0,1366000.0,0.0,455357.14285714284,286428.5714285714,1.5897755610972568,61.38661531054406,0,0,,,0.0,0.0,1.0,1.0,1.635783181632931
95,2024-01-04,58581000.0,60162000.0,57319000.0,59477000.0,366025648066.8456,6254.53768656,-1624000.0,0.0,1624000.0,347500.0,402428.5714285714,0.8635072772452964,46.33774645204305,0,0,,,-0.0,-0.0,1.0,1.0,1.591658742018748
96,2024-01-05,59477000.0,59695000.0,57577000.0,59351000.0,284352418527.13806,4822.3896766,896000.0,896000.0,0.0,402285.71428571426,402428.5714285714,0.999645012424565,49.991123735132255,0,0,,,0.0,0.0,1.0,1.0,1.616003260426573
97,2024-01-06,59351000.0,59518000.0,58651000.0,59329000.0,146681858163.83517,2482.6262327,-126000.0,0.0,126000.0,398500.0,411428.5714285714,0.9685763888888889,49.201869653408586,0,0,,,-0.0,-0.0,1.0,1.0,1.6125798125254727
98,2024-01-07,59329000.0,59879000.0,58630000.0,59108000.0,195332894541.23975,3285.09256035,-22000.0,0.0,22000.0,398500.0,392785.71428571426,1.0145480996544827,50.36107600649937,0,0,,,-0.0,-0.0,1.0,1.0,1.6119820676538519
99,2024-01-08,59105000.0,63410000.0,57801000.0,63010000.0,677313414712.9883,11161.48689391,-224000.0,0.0,224000.0,398500.0,319714.28571428574,1.2464253798033957,55.48483341621084,0,0,,,-0.0,-0.0,1.0,1.0,1.6058959380518956
100,2024-01-09,63011000.0,64385000.0,60748000.0,62014000.0,617115004717.8223,9882.55128738,3906000.0,3906000.0,0.0,674642.8571428572,319714.28571428574,2.110142984807864,67.84713741828892,0,0,,,0.0,0.0,1.0,1.0,1.7120228229860077
101,2024-01-10,62001000.0,65000000.0,59730000.0,63621000.0,1023312951596.1451,16442.71360776,-1010000.0,0.0,1010000.0,674642.8571428572,319714.28571428574,2.110142984807864,67.84713741828892,0,0,,,-0.0,-0.0,1.0,1.0,1.6845808993343299
102,2024-01-11,63621000.0,66779000.0,62246000.0,63550000.0,923979801876.3722,14392.35118741,1620000.0,1620000.0,0.0,726928.5714285715,319714.28571428574,2.2736818588025023,69.45335426192588,0,0,,,0.0,0.0,1.0,1.0,1.7285966580627636
103,2024-01-12,63560000.0,63820000.0,58200000.0,59435000.0,705250093415.7546,11517.51602146,-61000.0,0.0,61000.0,726928.5714285715,251500.0,2.8903720533939223,74.29551759380931,0,0,,,-0.0,-0.0,1.0,1.0,1.726939274555088
104,2024-01-13,59430000.0,59860000.0,58174000.0,58968000.0,326997534585.3025,5542.07595015,-4130000.0,0.0,4130000.0,726928.5714285715,514071.4285714286,1.4140614144782548,58.57603315298722,-1,0,,,-0.0,-0.0,1.0,1.0,1.6147262600190195
105,2024-01-14,58968000.0,59254000.0,57312000.0,57391000.0,230963494089.2534,3950.54738176,-462000.0,0.0,462000.0,713428.5714285715,547071.4285714285,1.3040866953910435,56.59885532951777,0,0,,,-0.0,-0.0,1.0,1.0,1.6021736177149848
106,2024-01-15,57380000.0,59340000.0,57332000.0,58354000.0,231794647049.94147,3967.32180816,-1588000.0,0.0,1588000.0,684428.5714285715,660500.0,1.0362279658267548,50.8895852142971,0,0,,,-0.0,-0.0,1.0,1.0,1.559027306072545
107,2024-01-16,58416000.0,59577000.0,58169000.0,59196000.0,220847570069.63248,3748.9674189,1036000.0,1036000.0,0.0,630285.7142857143,660500.0,0.954255434194874,48.82961651264457,0,0,,,0.0,0.0,1.0,1.0,1.5871756554815928
108,2024-01-17,59218000.0,59300000.0,58269000.0,58776000.0,166684664128.92538,2837.33448993,802000.0,802000.0,0.0,590000.0,660500.0,0.8932626797880394,47.181127548980406,0,0,,,0.0,0.0,1.0,1.0,1.6089661730743114
109,2024-01-18,58776000.0,58900000.0,56754000.0,57284000.0,247274595060.62836,4268.88383965,-442000.0,0.0,442000.0,590000.0,576071.4285714285,1.0241785492870428,50.59724349157733,0,0,,,-0.0,-0.0,1.0,1.0,1.5969569351990227
110,2024-01-19,57281000.0,58180000.0,55935000.0,57739000.0,319935326045.1161,5634.88177074,-1495000.0,0.0,1495000.0,526000.0,682857.1428571428,0.7702928870292888,43.512172063342,0,0,,,-0.0,-0.0,1.0,1.0,1.5563374541502522
111,2024-01-20,57738000.0,57796000.0,57242000.0,57517000.0,122466062930.22649,2127.46454183,457000.0,457000.0,0.0,558642.8571428572,673857.1428571428,0.8290226839092644,45.3259924659519,0,0,,,0.0,0.0,1.0,1.0,1.5687542453471002
